X,Y,Z,Roll,Pitch,Yaw,J1,J2,J3,J4,J5,J6,J7
0.0,-0.2,0.3,0,1.5707,0,0.7177363641605781,-1.1619228386028044,-0.7425303794566255,-0.664033150697322,-0.28855369239561146,1.7054088072344273,-0.7430474147843735
0.0,-0.1,0.3,0,1.5707,0,0.19477435792725115,-1.3255063715483155,-0.49243179189471054,-1.390858073986184,-0.058374265758319936,1.4441262404669797,-0.4699213665451284
0.0,-0.1,0.35,0,1.5707,0,0.31667186638389705,-1.0274791893684763,-0.4453492951460792,-0.9413514124818727,-0.0694317307876302,1.5827490413662597,-0.3794440300346222
0.0,0.0,0.3,0,1.5707,0,0.004536604692688556,-1.4293786339323873,0.0037385790270784165,-1.59467905866978,-0.0051387922183391745,1.4054189414763985,0.004556679055135048
0.0,0.0,0.35,0,1.5707,0,0.002935761391318399,-1.106122134553838,0.0026208468647915114,-1.174670428073975,-0.004123569095594953,1.5021600890282343,0.0026330912696799803
0.0,0.0,0.4,0,1.5707,0,0.0007372826226265586,-0.6665638771071489,0.001370225443085418,-0.4578640340358285,-0.0018538292640086032,1.7794005776852595,0.00046819171703923145
0.0,0.10000000000000003,0.3,0,1.5707,0,-0.1896411311912735,-1.3228175650795777,0.4979452703537966,-1.3908607175621623,0.050869811369677685,1.4438170761395757,0.47562218655161703
0.0,0.10000000000000003,0.35,0,1.5707,0,-0.31349831346303536,-1.0261765075290952,0.4496154293845892,-0.9413539210808427,0.06354959469335789,1.5825486982992212,0.38245440634853406
0.0,0.2,0.3,0,1.5707,0,-0.7164957176497047,-1.160874564947427,0.7465171783260081,-0.664038161507914,0.2842685428202018,1.7049703867220563,0.7445518886335978
0.10000000000000003,-0.2,0.35,0,1.5707,0,-1.920987135405146,0.502031586501294,0.5651696047260423,-0.5067982465847397,1.2683000531610111,1.5941869768875325,-0.9651022485004809
0.10000000000000003,-0.1,0.3,0,1.5707,0,0.3106120630405969,-1.0864800750390633,-0.5879107958167294,-1.7152634296588325,-0.011116043439924575,0.8577083387597664,-0.5057952518291907
0.10000000000000003,-0.1,0.35,0,1.5707,0,0.38187507435885654,-0.8477794778411611,-0.5707174887369693,-1.3018017128078834,0.021044333456332383,1.0386974482793883,-0.42780592250010124
0.10000000000000003,-0.1,0.4,0,1.5707,0,0.6400685087026841,-0.5605175559463156,-0.6848531680736736,-0.6810472825050776,-0.03381111629265332,1.330545269577095,-0.3351120058491217
0.10000000000000003,0.0,0.3,0,1.5707,0,0.002307181648057913,-1.1281938901873372,0.0004534040922633321,-1.9249689396598912,-0.0035905716492898683,0.7739283131701014,0.0029830125844978427
0.10000000000000003,0.0,0.35,0,1.5707,0,0.0021718346570330773,-0.8835924335157125,0.0004023828290212651,-1.5078415933528528,-0.002999243017378436,0.9464532250231991,0.002069045675811554
0.10000000000000003,0.0,0.4,0,1.5707,0,0.0023575876418468252,-0.5861272133921522,0.0005363759185380529,-0.9593348360693161,-0.003015193962981684,1.1974936904813787,0.0014004384563688615
0.10000000000000003,0.10000000000000003,0.3,0,1.5707,0,-0.3080341416936339,-1.0849587549911195,0.5890627273442459,-1.7152661840273833,0.006366581080557798,0.8576843464999099,0.5094204098197853
0.10000000000000003,0.10000000000000003,0.35,0,1.5707,0,-0.3792359506257078,-0.8465094841612905,0.5720422156270148,-1.3018042033701747,-0.025514440531847375,1.0387522385921888,0.43053309941656365
0.10000000000000003,0.10000000000000003,0.4,0,1.5707,0,-0.6384616794007947,-0.5598221139687622,0.6865877282693051,-0.6810505588571699,0.030441565028608994,1.3305098133047297,0.3362466894574343
0.10000000000000003,0.2,0.3,0,1.5707,0,-0.8302029336760904,-1.0962565990800839,0.9501215117895738,-1.0876414804050403,0.1970045842040732,1.1464770289718422,0.7442885486923035
0.10000000000000003,0.2,0.35,0,1.5707,0,-1.1261219514429293,-0.8665574244392059,0.8919799358309017,-0.5067970162271284,0.3612384548011822,1.4309695381132863,0.6331298412170288
0.2,-0.2,0.3,0,1.5707,0,-0.8394089339813255,1.2381008992443052,0.6660397209809082,0.9916115084909444,0.4759597106821344,1.754622698985639,-0.6189994113703144
0.2,-0.2,0.35,0,1.5707,0,-1.359557073785577,0.628387116582837,0.6324272019383643,-0.29409104656728435,0.8154206864443753,1.2395568660532421,-0.8320283205282067
0.2,-0.1,0.35,0,1.5707,0,0.8202081829677733,-0.4944411517711722,-0.9498982105872843,-1.2147996866255508,0.09917253320291626,0.6886059186427905,-0.4737575141071409
0.2,-0.1,0.4,0,1.5707,0,-0.915706502322488,0.14789269553475684,-0.06358939188911948,-0.536166297444219,1.0947954623804776,1.2039109975743658,-0.5909772818384895
0.2,0.0,0.35,0,1.5707,0,0.0027462144432680623,-0.4115587314362127,-0.0012520445292547918,-1.424600967236523,-0.00303129385230079,0.5576578187016296,0.0020718494449175574
0.2,0.0,0.4,0,1.5707,0,0.002769893024087775,-0.17820390465580466,-0.001653390255401703,-0.8541936608686141,-0.001467747149996917,0.894710231131463,0.0006274135916170258
0.2,0.10000000000000003,0.3,0,1.5707,0,-0.76018762981487,-0.6949939383814681,0.8820079910727092,-1.6320410350801682,0.020036252524500805,0.4213699973654174,0.49886312037235014
0.2,0.10000000000000003,0.35,0,1.5707,0,-0.8191179835345715,-0.4937236983205244,0.9501985577855033,-1.2148030376955457,-0.10151125074540085,0.6886947827357341,0.4751391202845714
0.2,0.10000000000000003,0.4,0,1.5707,0,0.9155045721290836,0.14789428964341467,0.06389152548962276,-0.536161217123613,-1.0948994686004991,1.2039375624718052,0.5909905018572822
0.2,0.2,0.3,0,1.5707,0,1.3131698553331708,0.3813897017739372,-0.13066174513392562,-0.991611076155866,-1.4444934236623403,1.2093873186849953,1.3562754452933101
0.2,0.2,0.35,0,1.5707,0,1.3593602495665784,0.6283049644460903,-0.6313102676550909,-0.2940837552836329,-0.8164033129068369,1.2396617134642811,0.8321314557199376
